"Language","ISO_code","Phoible_code","Meaning","Form","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","revision","Form_norm","Latitude_fixed","Longitude_fixed"
"Kaingáng","kgp","kgp","smooth","kanãn","no","CLICS",-27.7671,-52.5394,"Macro-Ge","Ge","SE South America","S America",-6.9,FALSE,"no trill",FALSE,FALSE,"other","kanãn",-27.7671,-52.5394
"Kaingáng","kgp","kgp","smooth","hɔhow","no","CLICS",-27.7671,-52.5394,"Macro-Ge","Ge","SE South America","S America",-6.9,FALSE,"no trill",FALSE,FALSE,"other","hɔhow",-27.7671,-52.5394
"Karajá","kpj","kpj","smooth","tɨtɨ","no","CLICS",-11.1881,-50.3492,"Macro-Ge","Karajá","NE South America","S America",-6.9,FALSE,"no trill",FALSE,FALSE,"other","tɨtɨ",-11.1881,-50.3492
"Trumai","tpy","tpy","smooth","kuš tsʔax-ka","yes","CLICS",-11.8119,-53.5717,"Trumai",NA,"NE South America","S America",-6.9,FALSE,"trill",FALSE,FALSE,"other","kuš tsʔax-ka",-11.8119,-53.5717
"Ayoreo","ayo","ayo","smooth","karu-n̥a-i","no","CLICS",-19.220055,-60.217495,"Zamucoan",NA,"SE South America","S America",-6.9,FALSE,"no trill",TRUE,FALSE,"other","karu-n̥a-i",-19.220055,-60.217495
"Ayoreo","ayo","ayo","smooth","karu-n̥a-ŋe","no","CLICS",-19.220055,-60.217495,"Zamucoan",NA,"SE South America","S America",-6.9,FALSE,"no trill",TRUE,FALSE,"other","karu-n̥a-ŋe",-19.220055,-60.217495
"Mocoví","moc","moc","smooth","n-alo-ʔoh-taʔ","no","CLICS",-28.097,-60.4145,"Guaicuruan",NA,"SE South America","S America",-6.9,FALSE,"no trill",FALSE,TRUE,"other","n-alo-ʔoh-taʔ",-28.097,-60.4145
"Tehuelche","teh","teh","smooth","'tolḳˀ-","yes","CLICS",-47.5796,-68.3235,"Chon",NA,"SE South America","S America",-6.9,FALSE,"trill",FALSE,TRUE,"trilled","'tolḳˀ-",-47.5796,-68.3235
"Selknam","ona","ona","smooth","aypˀèl","no","CLICS",-54,-68.5,"Chon",NA,"SE South America","S America",-6.9,FALSE,"no trill",FALSE,TRUE,"other","aypˀèl",-54,-68.5
"Selknam","ona","ona","smooth","ax-ketˀè","no","CLICS",-54,-68.5,"Chon",NA,"SE South America","S America",-6.9,FALSE,"no trill",FALSE,FALSE,"other","ax-ketˀè",-54,-68.5
"Qawasqar","alc","alc","smooth","senaḳs","no","CLICS",-49.303195,-74.707536,"Kawesqaran",NA,"SE South America","S America",-6.9,FALSE,"no trill",FALSE,FALSE,"trilled","senaḳs",-49.303195,-74.707536
"Toba","tob","tob","smooth","salʸi-ta","no","CLICS",-23.77,-61.96,"Guaicuruan",NA,"SE South America","S America",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","salyi-ta",-23.77,-61.96
"Central Thai","tha","tha","smooth","riap.3","no","CLICS",14.192,100.671,"Tai-Kadai",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",TRUE,FALSE,"trilled","riap.3",14.192,100.671
"Thai","tha","tha","smooth","liap.4","no","CLICS",6.85668,99.7031,"Tai-Kadai",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","liap.4",14.19,100.67
"Thai","tha","tha","smooth","sa.5 mɣ:.1","no","CLICS",6.85668,99.7031,"Tai-Kadai",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"OUT","sa.5 mɣ:.1",14.19,100.67
"Southern Kam","doc; kmc",NA,"smooth","ljân.55","no","CLICS",25.8874,109.222,"Tai-Kadai",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","ljân.55",25.8874,109.222
"Ingush","inh","inh","smooth","sära","no","CLICS",43.11,45.03,"Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia",-6.9,FALSE,"no trill",TRUE,FALSE,"trilled","sära",43.11,45.03
"Tsova-Tush","bbl","bbl","smooth","nipsiⁿ","yes","CLICS",42.1806,45.344,"Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia",-6.9,FALSE,"trill",FALSE,FALSE,"other","nipsin",42.1806,45.344
"Tsova-Tush","bbl","bbl","smooth","scʼor","yes","CLICS",42.1806,45.344,"Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia",-6.9,FALSE,"trill",TRUE,FALSE,"other","scʼor",42.1806,45.344
"Bengali","ben","ben","smooth","molāyema","no","CLICS",24,90,"Indo-European","Indo-Iranian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","molāyema",24,90
"Khasi","kha","kha","smooth","jlih","yes","CLICS",24.977,91.9998,"Austroasiatic","Northern Mon-Khmer","Indic","S/SE Asia",-6.9,FALSE,"trill",FALSE,TRUE,"trilled","jlih",24.977,91.9998
"Marathi","mar","mar","smooth","sapaːʈ","no","CLICS",17.9344,76.6665,"Indo-European","Indo-Iranian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"trilled","sapaːʈ",17.9344,76.6665
"Marathi","mar","mar","smooth","guɭaguɭiːt̪","no","CLICS",17.9344,76.6665,"Indo-European","Indo-Iranian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"trilled","guɭaguɭiːt̪",17.9344,76.6665
"Nepali","nep","nep","smooth","ciplō","yes","CLICS",27.5947033333,87.6200833333,"Indo-European","Indo-Iranian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","ciplō",28,85
"Punjabi","pnb","pan","smooth","mulāyama","no","CLICS",30.0948,75.3474,"Indo-European",NA,"Indic","S/SE Asia",-6.9,FALSE,"mixed with trill",FALSE,TRUE,"OUT","mulāyama",30.0948,75.3474
"Tamil","tam","tam","smooth","vaḻavaḻappāṉa","no","CLICS",10.520219,78.825989,"Dravidian","South Dravidian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,TRUE,"OUT","vaḻavaḻappāṉa",10.5201095,78.8279945
"Telugu","tel","tel","smooth","nunu","no","CLICS",16.4529,78.7024,"Dravidian","South Dravidian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"OUT","nunu",16.45145,78.7012
"Telugu","tel","tel","smooth","nunupu","no","CLICS",16.4529,78.7024,"Dravidian","South Dravidian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"OUT","nunupu",16.45145,78.7012
"Telugu","tel","tel","smooth","nunna","no","CLICS",16.4529,78.7024,"Dravidian","South Dravidian","Indic","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"OUT","nunna",16.45145,78.7012
"Telugu","tel","tel","smooth","mṛduwu","no","CLICS",16.4529,78.7024,"Dravidian","South Dravidian","Indic","S/SE Asia",-6.9,FALSE,"no trill",TRUE,FALSE,"OUT","mṛduwu",16.45145,78.7012
"Tibetan","bod","bod","smooth","jampo","yes","CLICS",28.3681,90.1872,"Sino-Tibetan","Bodic","Inner Asia","N-C Asia",-6.9,FALSE,"trill",FALSE,FALSE,"other","jampo",28.3681,90.1872
"Bulang","blr","blr","smooth","hai.51 mut.33","yes","CLICS",22.0092,99.7405,"Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"trill",FALSE,FALSE,"other","hai.51 mut.33",22.0092,99.7405
"Bulang","blr","blr","smooth","ʔa.31 khliat.51","yes","CLICS",22.0092,99.7405,"Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"trill",FALSE,TRUE,"other","ʔa.31 khliat.51",22.0092,99.7405
"Bulang","blr","blr","smooth","khlɛt.55","yes","CLICS",22.0092,99.7405,"Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"trill",FALSE,TRUE,"other","khlɛt.55",22.0092,99.7405
"Wa","wbm","wbm","smooth","ńu.A","yes","CLICS",23.1024,99.108,"Austroasiatic",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"trill",FALSE,FALSE,"other","ńu.a",23.1024,99.108
"Mlabri","mra","mra","smooth","tha lu","yes","CLICS",18.5533,101.163,"Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,NA,FALSE,TRUE,"trilled","tha lu",18.5533,101.163
"Ahlao Th","thm","thm","smooth","hăʔdiʔ.B kŏh.B","no","CLICS",17.7655,104.229,"Austroasiatic",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",FALSE,FALSE,"ERROR","hăʔdiʔ.b kŏh.b",17.7655,104.229
"Nyakur","cbn","cbn","smooth","hriəp","no","CLICS",15.8909,101.515,"Austroasiatic","Southern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",TRUE,FALSE,"NA_","hriəp",15.8909,101.515
"Samre","sxm","sxm","smooth","riəp.B","no","CLICS",12.243,103.139,"Austroasiatic",NA,"Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",TRUE,FALSE,"other","riəp.b",12.243,103.139
"Chong","cog","cog","smooth","səmə:.A","yes","CLICS",12.5218,102.514,"Austroasiatic","Eastern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"trill",FALSE,FALSE,"trilled","səmə:.a",12.5218,102.514
"Surin Khmer","khm","khm","smooth","ri:əp","no","CLICS",12.5,105,"Austroasiatic","Eastern Mon-Khmer","Southeast Asia","S/SE Asia",-6.9,FALSE,"no trill",TRUE,FALSE,"trilled","ri:əp",12.5,105
"Andi","ani",NA,"rough","qačʼi","yes","CLICS",42.8078,46.2919,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","qačʼi",42.8078,46.2919
"Akhvakh (Northern dialect)","akv",NA,"rough","q̄ačʼadabe","yes","CLICS",42.4003,46.3037,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","q̄ačʼadabe",42.4003,46.3037
"Karata","kpt",NA,"rough","qačʼob","yes","CLICS",42.6501,46.3151,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","qačʼob",42.6501,46.3151
"Khwarshi (Khwarshi dialect)","khv",NA,"rough","qoqoru","yes","CLICS",42.25,46.17,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","qoqoru",42.25,46.17
"Hinuq","gin",NA,"rough","boƛoyu","yes","CLICS",42.4502,45.8064,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","boƛoyu",42.4502,45.8064
"Hinuq","gin",NA,"rough","qačʼaw","yes","CLICS",42.4502,45.8064,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","qačʼaw",42.4502,45.8064
"Chamalal","cji",NA,"rough","ƛ̄ʼaɣub","yes","CLICS",42.5024,45.995,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","ƛ̄ʼaɣub",42.5024,45.995
"Chamalal","cji",NA,"rough","qačʼub","yes","CLICS",42.5024,45.995,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","qačʼub",42.5024,45.995
"Chamalal","cji",NA,"rough","bihu-bicub","yes","CLICS",42.5024,45.995,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","bihu-bicub",42.5024,45.995
"Hunzib","huz",NA,"rough","čʼečʼeru","yes","CLICS",42.0808,46.1369,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","čʼečʼeru",42.0808,46.1369
"Hunzib","huz",NA,"rough","qačʼab","yes","CLICS",42.0808,46.1369,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","qačʼab",42.0808,46.1369
"Lak","lbe","lbe","rough","harapʼaras̄a","yes","CLICS",42.1328,47.0809,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","harapʼaras̄a",42.1314,47.08045
"Dargwa","dar",NA,"rough","qʼaˤrqʼsi","yes","CLICS",42.4257,47.4388,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","qʼaʕrqʼsi",42.42785,47.4394
"Aghul","agx",NA,"rough","xucʼef","yes","CLICS",41.9242,47.5843,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","xucʼef",41.9242,47.5843
"Lezgian","lez",NA,"rough","weq̄i","yes","CLICS",41.5157,47.8951,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","weq̄i",41.529837,47.944693
"Rutul","rut","rut","rough","tersdɨ","yes","CLICS",41.6187,47.3244,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","tersdɨ",41.6187,47.3244
"Rutul","rut","rut","rough","huˤrmetsɨzdɨ","yes","CLICS",41.6187,47.3244,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","huʕrmetsɨzdɨ",41.6187,47.3244
"Tabasaran (Southern dialect)","tab",NA,"rough","mešrebsuz","yes","CLICS",41.83,47.92,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","mešrebsuz",41.83,47.92
"Tabasaran (Southern dialect)","tab",NA,"rough","kubut","yes","CLICS",41.83,47.92,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","kubut",41.83,47.92
"Tabasaran (Southern dialect)","tab",NA,"rough","behem daru","yes","CLICS",41.83,47.92,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"NA_","behem daru",41.83,47.92
"Khinalug","kjj",NA,"rough","kubut","yes","CLICS",41.1801,48.0571,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","kubut",41.1801,48.0571
"Khinalug","kjj",NA,"rough","q̄atanɣaz","yes","CLICS",41.1801,48.0571,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","q̄atanɣaz",41.1801,48.0571
"Khinalug","kjj",NA,"rough","sar","yes","CLICS",41.1801,48.0571,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","sar",41.1801,48.0571
"Tsakhur","tkr",NA,"rough","kobutun","yes","CLICS",41.5916,46.8858,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","kobutun",41.5916,46.8858
"Kumyk","kum",NA,"rough","išɣɨnsɨz","yes","CLICS",43,47,"Turkic","Common Turkic","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","išɣɨnsɨz",43,47
"Kumyk","kum",NA,"rough","tiri","yes","CLICS",43,47,"Turkic","Common Turkic","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","tiri",43,47
"Judeo-Tat","jdt",NA,"rough","bix̌urmetlüye","no","CLICS",42.068306,48.264749,"Indo-European",NA,"Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"no trill",TRUE,TRUE,"other","bix̌urmetlüye",42.068306,48.264749
"Chechen","che","che","rough","morsa","yes","CLICS",43.5,45.5,"Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"other","morsa",43.5,45.5
"Chechen","che","che","rough","šoga","yes","CLICS",43.5,45.5,"Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"other","šoga",43.5,45.5
"Udi","udi",NA,"rough","tünd","yes","CLICS",40.9,47.7236,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"NA_","tünd",40.9,47.7236
"Avar","ava","ava","rough","qačʼab","no","CLICS",41.7047,46.558,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"no trill",FALSE,FALSE,"NA_","qačʼab",41.70235,46.559
"Avar","ava","ava","rough","soʕab","no","CLICS",41.7047,46.558,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"no trill",FALSE,FALSE,"NA_","soʕab",41.70235,46.559
"Erzya Mordvin","myv","myv","rough","kazʸamo","yes","CLICS",52.8548,45.3901,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,NA,FALSE,FALSE,"trilled","kazyamo",52.8548,45.3901
"Estonian","est","est","rough","kar̃e","yes","CLICS",58.55,25.82,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,NA,TRUE,FALSE,"trilled","kar̃e",58.55,25.82
"Estonian","est","est","rough","kar̃m","yes","CLICS",58.55,25.82,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,NA,TRUE,FALSE,"trilled","kar̃m",58.55,25.82
"Finnish","fin","fin","rough","epætasainen","yes","CLICS",64.7628,25.5577,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","epætasainen",64.7628,25.5577
"Finnish","fin","fin","rough","kar̃kea","yes","CLICS",64.7628,25.5577,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","kar̃kea",64.7628,25.5577
"Komi","kpv","kpv","rough","sar̃öga","yes","CLICS",64.0527,54.946,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","sar̃öga",64.0527,54.946
"Northern Saami","sme","sma","rough","r̃oɑkkɑs","yes","CLICS",68.725,22.1113,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","r̃oɑkkɑs",68.725,22.1113
"Mari","mhr","mhr","rough","kozə'r̃a","no","CLICS",55.8307,48.405,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,"no trill",TRUE,FALSE,"other","kozə'r̃a",55.8307,48.405
"Nenets","yrk","yrk","rough","nasor̃tana","yes","CLICS",66.1775,71.0234,"Uralic","Samoyedic","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","nasor̃tana",66.1775,71.0234
"Nenets","yrk","yrk","rough","nasor̃pey","yes","CLICS",66.1775,71.0234,"Uralic","Samoyedic","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","nasor̃pey",66.1775,71.0234
"Udmurt","udm","udm","rough","šakɩr̃es","yes","CLICS",56.12921,52.63548,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,NA,TRUE,FALSE,"trilled","šakɩr̃es",56.129605,52.63774
"Udmurt","udm","udm","rough","vogɩr̃iyo","yes","CLICS",56.12921,52.63548,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.2,TRUE,NA,TRUE,FALSE,"trilled","vogɩr̃iyo",56.129605,52.63774
"Bezhta","kap",NA,"rough","qäčʼčʼö","yes","CLICS",42.1206,46.0332,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"trilled","qäčʼčʼö",42.10195,46.09995
"Bezhta","kap",NA,"rough","qöqilö","yes","CLICS",42.1206,46.0332,"Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",FALSE,TRUE,"trilled","qöqilö",42.10195,46.09995
"French","fra","fra","rough","rude","yes","CLICS",48,2,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"other","rude",48,2
"Panare","pbh","pbh","rough","t-ərəʔrə-če","no","CLICS",6.95035,-65.8483,"Cariban",NA,"NE South America","S America",6.2,TRUE,"no trill",TRUE,FALSE,"other","t-ərəʔrə-če",6.95035,-65.8483
"Wai Wai","waw","waw","rough","tu-turu-y","no","CLICS",1.50881,-59.1417,"Cariban",NA,"NE South America","S America",6.2,TRUE,"no trill",TRUE,FALSE,"other","tu-turu-y",1.50881,-59.1417
"Spanish","spa","spa","rough","áspero","yes","CLICS",40.4414,-1.11788,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"mixed with trill",TRUE,FALSE,"OUT","áspero",40.4414,-1.11788
"Catalan","cat","cat","rough","aspre","yes","CLICS",41.453,1.569,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"mixed with trill",TRUE,FALSE,"OUT","aspre",41.453,1.569
"Portuguese","por","por","rough","áspero","no","CLICS",39.91,-8.1,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"no trill",TRUE,FALSE,"OUT","áspero",39.91,-8.1
"Romanian","ron","ron","rough","aspru","yes","CLICS",46.3913,24.2256,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","aspru",46.39065,24.2278
"Breton","bre","bre","rough","rust","yes","CLICS",48.2452,-3.78934,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.2,TRUE,"no rhotic",TRUE,FALSE,"trilled","rust",48.2476,-3.78967
"Danish","dan","dan","rough","ujævn","no","CLICS",54.8655,9.36284,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,NA,FALSE,FALSE,"other","ujævn",54.8655,9.36284
"Swedish","swe","swe","rough","ojämn","no","CLICS",59.800634,17.389526,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"no trill",FALSE,FALSE,"other","ojämn",59.800634,17.389526
"Swedish","swe","swe","rough","skrovlig","no","CLICS",59.800634,17.389526,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"no trill",TRUE,TRUE,"other","skrovlig",59.800634,17.389526
"Dutch","nld","nld","rough","oneffen","yes","CLICS",52,5,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,NA,"oneffen",52,5
"German","deu","deu","rough","rauh","yes","CLICS",48.649,12.4676,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"other","rauh",48.649,12.4676
"German","deu","deu","rough","uneben","yes","CLICS",48.649,12.4676,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"trill",FALSE,FALSE,"other","uneben",48.649,12.4676
"Yiddish","ydd","ydd","rough","šorstik","yes","CLICS",51.75,19.42,"Indo-European","Germanic","Europe","W and SW Eurasia",6.2,TRUE,"mixed with trill",TRUE,FALSE,"other","šorstik",51.75,19.42
"Lithuanian","lit","lit","rough","šiurkštùs","yes","CLICS",55.1429,23.9601,"Indo-European","Balto-Slavic","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","šiurkštùs",55.1429,23.9601
"Lithuanian","lit","lit","rough","nelýgus","yes","CLICS",55.1429,23.9601,"Indo-European","Balto-Slavic","Inner Asia","N-C Asia",6.2,TRUE,"trill",FALSE,TRUE,"trilled","nelýgus",55.1429,23.9601
"Lithuanian","lit","lit","rough","rupùs","yes","CLICS",55.1429,23.9601,"Indo-European","Balto-Slavic","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","rupùs",55.1429,23.9601
"Latvian","lav","lav","rough","rupjš","yes","CLICS",56.826108,24.309118,"Indo-European","Balto-Slavic","Inner Asia","N-C Asia",6.2,TRUE,NA,TRUE,FALSE,"trilled","rupjš",56.826108,24.309118
"Bulgarian","bul","bul","rough","grápav","yes","CLICS",43.3646,25.047,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","grápav",43.3646,25.047
"Bulgarian","bul","bul","rough","grúb","yes","CLICS",43.3646,25.047,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","grúb",43.3646,25.047
"Czech","ces","ces","rough","drsný","yes","CLICS",49.873398,15.10437,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","drsný",49.873398,15.10437
"Polish","pol","pol","rough","chropawy","yes","CLICS",51.8439,18.6255,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","chropawy",51.8439,18.6255
"Russian","rus","rus","rough","grubyj","yes","CLICS",59,50,"Indo-European","Balto-Slavic","Inner Asia","N-C Asia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","grubyj",59,50
"Romani","rmy","rmy","rough","aspro","yes","CLICS",46.09,18.16,"Indo-European","Indo-Iranian","Europe","W and SW Eurasia",6.2,TRUE,NA,TRUE,FALSE,"trilled","aspro",46.09,18.16
"Persian","pes","pes","rough","dorošt","yes","CLICS",32.9,53.3,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",6.2,TRUE,"trill",TRUE,FALSE,"trilled","dorošt",32.9,53.3
"Jamaican Creole (Limonese Creole dialect)","jam","jam","rough","rɔf","no","CLICS",18.13,-77.2612,"Jamaican Creole",NA,"Mesoamerica","C America",6.2,TRUE,"no trill",TRUE,FALSE,"OUT","rɔf",18.13,-77.2612
"Basque","eus","eus","rough","lac̷","yes","CLICS",43.2787,-1.31622,"Basque",NA,"Europe","W and SW Eurasia",6.2,TRUE,"mixed with trill",FALSE,TRUE,"OUT","lac̷",43.2787,-1.31622
"Polci","plj","plj","rough","woghshəp","yes","CLICS",10.0258,9.53362,"Chadic","West Chadic","African Savannah","Africa",6.2,TRUE,NA,FALSE,FALSE,"NA_","woghshəp",10.0258,9.53362
"Nahuatl (Sierra de Zacapoaxtla variety)","azz","ncj","rough","šihšipin-ti-k","no","CLICS",20.1554,-97.5556,"Uto-Aztecan","Southern Uto-Aztecan","Mesoamerica","C America",6.2,TRUE,"no rhotic",FALSE,FALSE,"other","šihšipin-ti-k",20.1554,-97.5556
"Nahuatl (Sierra de Zacapoaxtla variety)","azz","ncj","rough","šašakač-ti-k","no","CLICS",20.1554,-97.5556,"Uto-Aztecan","Southern Uto-Aztecan","Mesoamerica","C America",6.2,TRUE,"no rhotic",FALSE,FALSE,"other","šašakač-ti-k",20.1554,-97.5556
