Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l,revision,Form_norm,Latitude_fixed,Longitude_fixed,CleanForm,CleanFormLength,CleanFormNorm,CleanFormNormLength
Yuwaalaraay,kld,kld,blunt,muːr,yes,Chirila,-29.8530,147.9291,Pama-Nyungan,Wiraduric,S Australia,Australia,0.5000,True,NA,True,False,OUT,muːr,-29.8530,147.9291,mur,3,mur,3
Yuwaalaraay,kld,kld,blunt,n̪untuː,yes,Chirila,-29.8530,147.9291,Pama-Nyungan,Wiraduric,S Australia,Australia,0.5000,True,NA,False,False,OUT,n̪untuː,-29.8530,147.9291,n̪untu,5,n̪untu,5
Yuwaalaraay,kld,kld,bald,wakipaː t̪ajkal,yes,Chirila,-29.8530,147.9291,Pama-Nyungan,Wiraduric,S Australia,Australia,-4.1000,False,NA,False,True,OUT,wakipaː t̪ajkal,-29.8530,147.9291,wakipat̪ajkal,12,wakipat̪ajkal,12
Bardi,bcj,bcj,bald,palpar,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,-4.1000,False,mixed with trill,True,True,OUT,palpar,-16.5030,122.9332,palpar,6,palpar,6
Bardi,bcj,bcj,blunt,puna,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,0.5000,True,mixed with trill,False,False,OUT,puna,-16.5030,122.9332,puna,4,puna,4
Bardi,bcj,bcj,smooth,aːlaliɲ,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,-6.9000,False,mixed with trill,False,True,OUT,aːlaliɲ,-16.5030,122.9332,alaliɲ,6,alaliɲ,6
Bardi,bcj,bcj,flat,laɲpal,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,-2.7000,False,mixed with trill,False,True,OUT,laɲpal,-16.5030,122.9332,laɲpal,6,laɲpal,6
Bardi,bcj,bcj,blunt,nuːmpu,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,0.5000,True,mixed with trill,False,False,OUT,nuːmpu,-16.5030,122.9332,numpu,5,numpu,5
Bardi,bcj,bcj,blunt,poṇ,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,0.5000,True,mixed with trill,False,False,OUT,poṇ,-16.5030,122.9332,poṇ,3,poṇ,3
Bardi,bcj,bcj,slippery,alaliɲ,yes,Chirila,-16.5030,122.9332,Nyulnyulan,NA,N Australia,Australia,-6.2000,False,mixed with trill,False,True,OUT,alaliɲ,-16.5030,122.9332,alaliɲ,6,alaliɲ,6
Yawuru,ywr,ywr,blunt,domo,no,Chirila,-18.2009,122.5732,Nyulnyulan,NA,N Australia,Australia,0.5000,True,no trill,False,False,NA,domo,-18.2009,122.5732,domo,4,domo,4
Yawuru,ywr,ywr,slippery,jaɹaʎ,no,Chirila,-18.2009,122.5732,Nyulnyulan,NA,N Australia,Australia,-6.2000,False,no trill,True,True,NA,jaɹaʎ,-18.2009,122.5732,jaɹaʎ,5,jaɹaʎ,5
Yawuru,ywr,ywr,slippery,jaɹjaʎ,no,Chirila,-18.2009,122.5732,Nyulnyulan,NA,N Australia,Australia,-6.2000,False,no trill,True,True,NA,jaɹjaʎ,-18.2009,122.5732,jaɹjaʎ,6,jaɹjaʎ,6
Nyikina,nyh,nyh,blunt,tomo,no,Chirila,-18.2026,124.2886,Nyulnyulan,NA,N Australia,Australia,0.5000,True,no trill,False,False,NA,tomo,-18.2026,124.2886,tomo,4,tomo,4
Nyikina,nyh,nyh,slippery,jaɹaʎ,no,Chirila,-18.2026,124.2886,Nyulnyulan,NA,N Australia,Australia,-6.2000,False,no trill,True,True,NA,jaɹaʎ,-18.2026,124.2886,jaɹaʎ,5,jaɹaʎ,5
Nimanburru,nmp,nmp,blunt,boṇ,no,Chirila,-17.3274,123.0696,Nyulnyulan,Western Nyulnyulan,N Australia,Australia,0.5000,True,no trill,False,False,NA,boṇ,-17.3274,123.0696,boṇ,3,boṇ,3
Nimanburru,nmp,nmp,slippery,jaɹjaʎ,no,Chirila,-17.3274,123.0696,Nyulnyulan,Western Nyulnyulan,N Australia,Australia,-6.2000,False,no trill,True,True,NA,jaɹjaʎ,-17.3274,123.0696,jaɹjaʎ,6,jaɹjaʎ,6
Nimanburru,nmp,nmp,slippery,walaliɲ,no,Chirila,-17.3274,123.0696,Nyulnyulan,Western Nyulnyulan,N Australia,Australia,-6.2000,False,no trill,False,True,NA,walaliɲ,-17.3274,123.0696,walaliɲ,7,walaliɲ,7
Coonambella,NA,NA,blunt,goːn'dil ma,no,Chirila,-19.8500,146.3400,Pama-Nyungan,Dyirbalic,N Australia,Australia,0.5000,True,no trill,False,True,NA,goːn'dil ma,-19.8500,146.3400,gon'dilma,9,gon'dilma,9
Guugu-Yimidhirr,kky,kky,blunt,putul,no,Chirila,-15.1606,144.9905,Pama-Nyungan,Guugu Yimidhirr,N Australia,Australia,0.5000,True,NA,False,True,OUT,putul,-15.1606,144.9905,putul,5,putul,5
Guugu-Yimidhirr,kky,kky,rough,taŋa,no,Chirila,-15.1606,144.9905,Pama-Nyungan,Guugu Yimidhirr,N Australia,Australia,6.2000,True,NA,False,False,OUT,taŋa,-15.1606,144.9905,taŋa,4,taŋa,4
Guugu-Yimidhirr,kky,kky,bald,moaɹi-puncil,no,Chirila,-15.1606,144.9905,Pama-Nyungan,Guugu Yimidhirr,N Australia,Australia,-4.1000,False,NA,True,True,OUT,moaɹi-puncil,-15.1606,144.9905,moaɹipuncil,11,moaɹipuncil,11
Guugu-Yimidhirr,kky,kky,smooth,moimon,no,Chirila,-15.1606,144.9905,Pama-Nyungan,Guugu Yimidhirr,N Australia,Australia,-6.9000,False,NA,False,False,OUT,moimon,-15.1606,144.9905,moimon,6,moimon,6
Tjapwurrung,tjw,tjw,blunt,tuɹuːp,no,Chirila,-37.3035,142.9106,Pama-Nyungan,Kulin,S Australia,Australia,0.5000,True,no trill,True,False,NA,tuɹuːp,-37.3035,142.9106,tuɹup,5,tuɹup,5
Gupapuyngu,guf,guf,flat,d̪apan̪bal,yes,Chirila,-12.7173,135.8819,Pama-Nyungan,Yolngu,N Australia,Australia,-2.7000,False,trill,False,True,other,d̪apan̪bal,-12.7173,135.8819,d̪apan̪bal,8,d̪apan̪bal,8
Gupapuyngu,guf,guf,rough,d̪irkt̪irk,yes,Chirila,-12.7173,135.8819,Pama-Nyungan,Yolngu,N Australia,Australia,6.2000,True,trill,True,False,other,d̪irkt̪irk,-12.7173,135.8819,d̪irkt̪irk,8,d̪irkt̪irk,8
Burarra,bvr,bvr,smooth,ɟeɖaɟiɖa / -ɟeɖaɟiɖa,no,Chirila,-12.0233,134.7195,Burraran,NA,N Australia,Australia,-6.9000,False,no trill,False,False,OUT,ɟeɖaɟiɖa / -ɟeɖaɟiɖa,-12.0233,134.7195,ɟeɖaɟiɖa,8,ɟeɖaɟiɖa,8
Burarra,bvr,bvr,rough,-muɟarkciɟark,no,Chirila,-12.0233,134.7195,Burraran,NA,N Australia,Australia,6.2000,True,no trill,True,False,OUT,-muɟarkciɟark,-12.0233,134.7195,muɟarkciɟark,12,muɟarkciɟark,12
Coonambella,NA,NA,blunt,moːɹ'goːl,no,Chirila,-19.8500,146.3400,Pama-Nyungan,Dyirbalic,N Australia,Australia,0.5000,True,no trill,True,True,NA,moːɹ'goːl,-19.8500,146.3400,moɹ'gol,7,moɹ'gol,7
Gupapuyngu,guf,guf,blunt,d̪umuk,yes,Chirila,-12.7173,135.8819,Pama-Nyungan,Yolngu,N Australia,Australia,0.5000,True,trill,False,False,other,d̪umuk,-12.7173,135.8819,d̪umuk,5,d̪umuk,5
Gupapuyngu,guf,guf,flat,biɲɟic,yes,Chirila,-12.7173,135.8819,Pama-Nyungan,Yolngu,N Australia,Australia,-2.7000,False,trill,False,False,other,biɲɟic,-12.7173,135.8819,biɲɟic,6,biɲɟic,6
Djapu,duj,duj,smooth,lacu,yes,Chirila,-12.6176,136.2566,Pama-Nyungan,Yolngu,N Australia,Australia,-6.9000,False,mixed with trill,False,True,OUT,lacu,-12.6176,136.2566,lacu,4,lacu,4
Djapu,duj,duj,blunt,d̪umuk,yes,Chirila,-12.6176,136.2566,Pama-Nyungan,Yolngu,N Australia,Australia,0.5000,True,mixed with trill,False,False,OUT,d̪umuk,-12.6176,136.2566,d̪umuk,5,d̪umuk,5
Ritharrngu,rit,rit,flat,biɲɟic,yes,Chirila,-13.0913,136.0384,Pama-Nyungan,Yolngu,N Australia,Australia,-2.7000,False,trill,False,False,other,biɲɟic,-13.0913,136.0384,biɲɟic,6,biɲɟic,6
Gupapuyngu,guf,guf,smooth,lacu,yes,Chirila,-12.7173,135.8819,Pama-Nyungan,Yolngu,N Australia,Australia,-6.9000,False,trill,False,True,other,lacu,-12.7173,135.8819,lacu,4,lacu,4
Yidiny,yii,yii,bald,tirpal,yes,Chirila,-17.1159,145.7737,Pama-Nyungan,Yidinyic,N Australia,Australia,-4.1000,False,mixed with trill,True,True,OUT,tirpal,-17.1159,145.7737,tirpal,6,tirpal,6
Burarra,bvr,bvr,firm,deʈa / -deʈa,no,Chirila,-12.0233,134.7195,Burraran,NA,N Australia,Australia,4.2000,True,no trill,False,False,OUT,deʈa / -deʈa,-12.0233,134.7195,deʈa,4,deʈa,4
Payungu,bxj,bxj,blunt,punt̪u,yes,Chirila,-24.0151,113.7200,Pama-Nyungan,Southwestern Pama-Nyungan,S Australia,Australia,0.5000,True,trill,False,False,NA,punt̪u,-24.0151,113.7200,punt̪u,5,punt̪u,5
Payungu,bxj,bxj,bald,palkara,yes,Chirila,-24.0151,113.7200,Pama-Nyungan,Southwestern Pama-Nyungan,S Australia,Australia,-4.1000,False,trill,True,True,NA,palkara,-24.0151,113.7200,palkara,7,palkara,7
Thalanyji,dhl,dhl,bald,palkara,yes,Chirila,-22.5111,114.7073,Pama-Nyungan,Southwestern Pama-Nyungan,S Australia,Australia,-4.1000,False,trill,True,True,NA,palkara,-22.5111,114.7073,palkara,7,palkara,7
Wangkayutyuru,wnm,wnm,smooth,ɟulpaɹa,no,Chirila,-24.0023,138.8107,Pama-Nyungan,Karnic,S Australia,Australia,-6.9000,False,no trill,True,True,OUT,ɟulpaɹa,-24.0023,138.8107,ɟulpaɹa,7,ɟulpaɹa,7
Bandjalang,bdy,bdy,bald,taweːŋ,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,-4.1000,False,trill,False,False,trilled,taweːŋ,-28.7054,152.9890,taweŋ,5,taweŋ,5
Bandjalang,bdy,bdy,shiny,calŋaj,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,-4.2000,False,trill,False,True,trilled,calŋaj,-28.7054,152.9890,calŋaj,6,calŋaj,6
Bandjalang,bdy,bdy,rough,caŋ,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,6.2000,True,trill,False,False,trilled,caŋ,-28.7054,152.9890,caŋ,3,caŋ,3
Bandjalang,bdy,bdy,flat,palpaŋ,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,-2.7000,False,trill,False,True,trilled,palpaŋ,-28.7054,152.9890,palpaŋ,6,palpaŋ,6
Bandjalang,bdy,bdy,flat,pamaj,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,-2.7000,False,trill,False,False,trilled,pamaj,-28.7054,152.9890,pamaj,5,pamaj,5
Bandjalang,bdy,bdy,blunt,maciɹ,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,0.5000,True,trill,True,False,trilled,maciɹ,-28.7054,152.9890,maciɹ,5,maciɹ,5
Bandjalang,bdy,bdy,rough,muɹuːki,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,6.2000,True,trill,True,False,trilled,muɹuːki,-28.7054,152.9890,muɹuki,6,muɹuki,6
Bandjalang,bdy,bdy,slippery,taɹwaɲ,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,-6.2000,False,trill,True,False,trilled,taɹwaɲ,-28.7054,152.9890,taɹwaɲ,6,taɹwaɲ,6
Yugambeh,yub,yub,blunt,maɹiːn,yes,Chirila,-28.4374,153.3010,Pama-Nyungan,Bandjalangic,S Australia,Australia,0.5000,True,NA,True,False,other,maɹiːn,-28.4374,153.3010,maɹin,5,maɹin,5
Yugambeh,yub,yub,slippery,miliɹi,yes,Chirila,-28.4374,153.3010,Pama-Nyungan,Bandjalangic,S Australia,Australia,-6.2000,False,NA,True,True,other,miliɹi,-28.4374,153.3010,miliɹi,6,miliɹi,6
Yugambeh,yub,yub,rough,miliɹicam,yes,Chirila,-28.4374,153.3010,Pama-Nyungan,Bandjalangic,S Australia,Australia,6.2000,True,NA,True,True,other,miliɹicam,-28.4374,153.3010,miliɹicam,9,miliɹicam,9
Bandjalang,bdy,bdy,blunt,waŋgai,yes,Chirila,-28.7054,152.9890,Pama-Nyungan,Bandjalangic,S Australia,Australia,0.5000,True,trill,False,False,trilled,waŋgai,-28.7054,152.9890,waŋgai,6,waŋgai,6
Gamilaraay,kld,kld,rough,Mutteɹ-mutteɹ,yes,Chirila,-29.9169,149.6172,Pama-Nyungan,Wiraduric,S Australia,Australia,6.2000,True,NA,True,False,OUT,mutteɹ-mutteɹ,-29.9169,149.6172,uteɹmuteɹ,9,muteɹmuteɹ,10
Gbaya,gbp,gbp,rough,ɓàkàrà-ɓàkàrà,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,6.2000,True,no trill,True,False,other,ɓàkàrà-ɓàkàrà,5.0000,15.0000,ɓàkàràɓàkàrà,12,ɓàkàràɓàkàrà,12
Gbaya,gbp,gbp,smooth,dìm-dɔ̀rɔ̀m,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,True,False,other,dìm-dɔ̀rɔ̀m,5.0000,15.0000,dìmdɔ̀rɔ̀m,8,dìmdɔ̀rɔ̀m,8
Gbaya,gbp,gbp,smooth,dòndòŋ,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,dòndòŋ,5.0000,15.0000,dòndòŋ,6,dòndòŋ,6
Gbaya,gbp,gbp,smooth,ɗòòl,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,True,other,ɗòòl,5.0000,15.0000,ɗòòl,4,ɗòl,3
Gbaya,gbp,gbp,smooth,gbɔ̀lɔ̀m,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,True,other,gbɔ̀lɔ̀m,5.0000,15.0000,gbɔ̀lɔ̀m,6,gbɔ̀lɔ̀m,6
Gbaya,gbp,gbp,rough,hàkàràkà ~ hàkàròkò,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,6.2000,True,no trill,True,False,other,hàkàràkà ~ hàkàròkò,5.0000,15.0000,hàkàràkà,8,hàkàràkà,8
Gbaya,gbp,gbp,rough,hɛ̀kɛ̀rɛ̀-hɛ̀kɛ̀rɛ̀,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,6.2000,True,no trill,True,False,other,hɛ̀kɛ̀rɛ̀-hɛ̀kɛ̀rɛ̀,5.0000,15.0000,hɛ̀kɛ̀rɛ̀hɛ̀kɛ̀rɛ̀,12,hɛ̀kɛ̀rɛ̀hɛ̀kɛ̀rɛ̀,12
Gbaya,gbp,gbp,smooth,hɔ̀n-hɔ̀n,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,hɔ̀n-hɔ̀n,5.0000,15.0000,hɔ̀nhɔ̀n,6,hɔ̀nhɔ̀n,6
Gbaya,gbp,gbp,smooth,kínɔ́-kínɔ́,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,kínɔ́-kínɔ́,5.0000,15.0000,kínɔ́kínɔ́,8,kínɔ́kínɔ́,8
Gbaya,gbp,gbp,smooth,kpàlè,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,True,other,kpàlè,5.0000,15.0000,kpàlè,5,kpàlè,5
Gbaya,gbp,gbp,smooth,kpɛ́kɛ́ɛ́-kpɛ́kɛ́ɛ́,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,kpɛ́kɛ́ɛ́-kpɛ́kɛ́ɛ́,5.0000,15.0000,kpɛ́kɛ́ɛ́kpɛ́kɛ́ɛ́,12,kpɛ́kɛ́ɛ́kpɛ́kɛ́ɛ́,12
Gbaya,gbp,gbp,smooth,kpòkòɓò-kpòkòɓò,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,kpòkòɓò-kpòkòɓò,5.0000,15.0000,kpòkòɓòkpòkòɓò,14,kpòkòɓòkpòkòɓò,14
Gbaya,gbp,gbp,rough,ràkà-ràkà,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,6.2000,True,no trill,True,False,other,ràkà-ràkà,5.0000,15.0000,ràkàràkà,8,ràkàràkà,8
Gbaya,gbp,gbp,rough,sɔ̀kɔ̀yɔ̀kɔ̀,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,6.2000,True,no trill,False,False,other,sɔ̀kɔ̀yɔ̀kɔ̀,5.0000,15.0000,sɔ̀kɔ̀yɔ̀kɔ̀,8,sɔ̀kɔ̀yɔ̀kɔ̀,8
Gbaya,gbp,gbp,smooth,yɔ̀ɔ̀,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,yɔ̀ɔ̀,5.0000,15.0000,yɔ̀ɔ̀,3,yɔ̀ɔ̀,3
Gbaya,gbp,gbp,smooth,yɔ̀ɔ̀kpɛ̀ɛ̀,yes,Reflex,5.0000,15.0000,Adamawa-Ubangi,NA,African Savannah,Africa,-6.9000,False,no trill,False,False,other,yɔ̀ɔ̀kpɛ̀ɛ̀,5.0000,15.0000,yɔ̀ɔ̀kpɛ̀ɛ̀,7,yɔ̀ɔ̀kpɛ̀ɛ̀,7
Maʼdi,mhi,mhi,rough,ɛ̀nyɨ́,yes,Reflex,3.2500,31.5000,Eastern Central Sudanic,Moru-Madi,S Africa,Africa,6.2000,True,trill,False,False,trilled,ɛ̀nyɨ́,3.2500,31.5000,ɛ̀nyɨ́,4,ɛ̀nyɨ́,4
Maʼdi,mhi,mhi,rough,ngɔ̀rɔ̀ngɔ̀rɔ̀,yes,Reflex,3.2500,31.5000,Eastern Central Sudanic,Moru-Madi,S Africa,Africa,6.2000,True,trill,True,False,trilled,ngɔ̀rɔ̀ngɔ̀rɔ̀,3.2500,31.5000,ngɔ̀rɔ̀ngɔ̀rɔ̀,10,ngɔ̀rɔ̀ngɔ̀rɔ̀,10
Maʼdi,mhi,mhi,smooth,rwɛ̀,yes,Reflex,3.2500,31.5000,Eastern Central Sudanic,Moru-Madi,S Africa,Africa,-6.9000,False,trill,True,False,trilled,rwɛ̀,3.2500,31.5000,rwɛ̀,3,rwɛ̀,3
Timne,tem,tem,smooth,bạlək bạlək,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,-6.9000,False,trill,False,True,trilled,bạlək bạlək,8.6700,-13.0800,bạləkbạlək,10,bạləkbạlək,10
Timne,tem,tem,rough,ḃakər bakər,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,6.2000,True,trill,True,False,trilled,ḃakər bakər,8.6700,-13.0800,ḃakərbakər,10,ḃakərbakər,10
Timne,tem,tem,smooth,ḃo̧ni ḃo̧ni,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,-6.9000,False,trill,False,False,trilled,ḃo̧ni ḃo̧ni,8.6700,-13.0800,ḃo̧niḃo̧ni,8,ḃo̧niḃo̧ni,8
Timne,tem,tem,rough,ḃoṅkəl ḃoṅkəl,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,6.2000,True,trill,False,True,trilled,ḃoṅkəl ḃoṅkəl,8.6700,-13.0800,ḃoṅkəlḃoṅkəl,12,ḃoṅkəlḃoṅkəl,12
Timne,tem,tem,rough,kasi-kasi,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,6.2000,True,trill,False,False,trilled,kasi-kasi,8.6700,-13.0800,kasikasi,8,kasikasi,8
Timne,tem,tem,smooth,tənəpəs,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,-6.9000,False,trill,False,False,trilled,tənəpəs,8.6700,-13.0800,tənəpəs,7,tənəpəs,7
Timne,tem,tem,smooth,tənəp tənəp,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,-6.9000,False,trill,False,False,trilled,tənəp tənəp,8.6700,-13.0800,tənəptənəp,10,tənəptənəp,10
Timne,tem,tem,rough,ṭo̧mti ṭomti,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,6.2000,True,trill,False,False,trilled,ṭo̧mti ṭomti,8.6700,-13.0800,ṭo̧mtiṭomti,10,ṭo̧mtiṭomti,10
Timne,tem,tem,rough,woma,yes,Reflex,8.6700,-13.0800,South Atlantic,NA,African Savannah,Africa,6.2000,True,trill,False,False,trilled,woma,8.6700,-13.0800,woma,4,woma,4
Kabiyè,kbp,kbp,smooth,ɖɔlɩɩ / ɖɔlɩɩɩ,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,-6.9000,False,trill,False,True,OUT,ɖɔlɩɩ / ɖɔlɩɩɩ,9.6700,1.1700,ɖɔlɩ,4,ɖɔlɩ,4
Kabiyè,kbp,kbp,smooth,kpɛdɛ / kpɛdɛɛɛ,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,-6.9000,False,trill,False,False,OUT,kpɛdɛ / kpɛdɛɛɛ,9.6700,1.1700,kpɛdɛ,5,kpɛdɛ,5
Kabiyè,kbp,kbp,smooth,lɛzɛ / lɛzɛɛɛ,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,-6.9000,False,trill,False,True,OUT,lɛzɛ / lɛzɛɛɛ,9.6700,1.1700,lɛzɛ,4,lɛzɛ,4
Kabiyè,kbp,kbp,smooth,lisi,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,-6.9000,False,trill,False,True,OUT,lisi,9.6700,1.1700,lisi,4,lisi,4
Kabiyè,kbp,kbp,rough,ñaayʋʋ,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,6.2000,True,trill,False,False,OUT,ñaayʋʋ,9.6700,1.1700,ñayʋ,4,ñayʋ,4
Kabiyè,kbp,kbp,rough,ñaɣyaa,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,6.2000,True,trill,False,False,OUT,ñaɣyaa,9.6700,1.1700,ñaɣya,5,ñaɣya,5
Kabiyè,kbp,kbp,rough,ñaɣyʋʋʋ,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,6.2000,True,trill,False,False,OUT,ñaɣyʋʋʋ,9.6700,1.1700,ñaɣyʋʋ,6,ñaɣyʋʋ,6
Kabiyè,kbp,kbp,smooth,solo solo,yes,Reflex,9.6700,1.1700,Gur,South Gur,African Savannah,Africa,-6.9000,False,trill,False,True,OUT,solo solo,9.6700,1.1700,solosolo,8,solosolo,8
Mandinka,mnk,mnk,smooth,nuŋku,yes,Reflex,15.0000,-15.6700,Mande,West Mande,African Savannah,Africa,-6.9000,False,trill,False,False,trilled,nuŋku,15.0000,-15.6700,nuŋku,5,nuŋku,5
Lezgian,lez,NA,smooth,c'alc'am,yes,CLICS,41.5538,48.0390,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9000,False,trill,False,True,trilled,c'alc'am,41.5298,47.9447,c'alc'am,8,c'alc'am,8
Abkhaz,abk,NA,smooth,a-ja-šˠa,yes,CLICS,42.9995,41.0173,West Caucasian,Abkhazian-Ubykh,Greater Mesopotamia,W and SW Eurasia,-6.9000,False,trill,False,False,trilled,a-ja-šɣa,43.0297,41.0886,ajašˠa,6,ajašɣa,6
Laz,lzz,lzz,smooth,gangali,no,CLICS,41.4622,41.5697,Kartvelian,Georgian-Zan,Greater Mesopotamia,W and SW Eurasia,-6.9000,False,no trill,False,True,other,gangali,41.4622,41.5697,gangali,7,gangali,7
Megrelian,xmf,xmf,smooth,gluvi,yes,CLICS,42.3738,41.9373,Kartvelian,Georgian-Zan,Greater Mesopotamia,W and SW Eurasia,-6.9000,False,trill,False,True,trilled,gluvi,42.3738,41.9373,gluvi,5,gluvi,5
Kamayurá,kay,kay,smooth,ijym,no,CLICS,-11.9554,-53.3007,Tupian,Tupi-Guarani,NE South America,S America,-6.9000,False,no trill,False,False,other,ijym,-11.9554,-53.3007,ijym,4,ijym,4
Chepang,cdm,cdm,smooth,yum.ʔo,yes,CLICS,27.7206,84.9017,Sino-Tibetan,Remnant Himalayish,Indic,S/SE Asia,-6.9000,False,trill,False,False,other,yum.ʔo,27.7206,84.9017,yumʔo,5,yumʔo,5
Gurung,ggn; gvr,NA,smooth,ciqllo,yes,CLICS,27.4169,86.2899,Sino-Tibetan,Bodic,Indic,S/SE Asia,-6.9000,False,trill,False,True,trilled,ciqllo,27.4169,86.2899,ciqlo,5,ciqlo,5
Khaling,klr,NA,smooth,'solāemim,yes,CLICS,27.3912,87.5053,Sino-Tibetan,Kiranti,Indic,S/SE Asia,-6.9000,False,trill,False,True,NA_,'solāemim,27.3912,87.5053,'solāemim,9,'solāemim,9
Magar,mgp,NA,smooth,ling-ke,no,CLICS,28.8300,83.5900,Sino-Tibetan,Remnant Himalayish,Indic,S/SE Asia,-6.9000,False,no trill,False,True,other,ling-ke,28.8300,83.5900,lingke,6,lingke,6
Nepali,nep,nep,smooth,cillā,yes,CLICS,28.0000,85.0000,Indo-European,Indo-Iranian,Indic,S/SE Asia,-6.9000,False,no trill,False,True,OUT,cillā,28.0000,85.0000,cilā,4,cilā,4
Sunwar,suz,NA,smooth,silsil,yes,CLICS,27.5201,86.2476,Sino-Tibetan,Kiranti,Indic,S/SE Asia,-6.9000,False,trill,False,True,other,silsil,27.5201,86.2476,silsil,6,silsil,6
Tamang (Sahu),taj,taj,smooth,plā:-pā,yes,CLICS,28.0239,85.0563,Sino-Tibetan,Bodic,Indic,S/SE Asia,-6.9000,False,trill,False,True,other,plā:-pā,28.0239,85.0563,plāpā,5,plāpā,5
Chepang,cdm,cdm,rough,cek.ʔo,yes,CLICS,27.7206,84.9017,Sino-Tibetan,Remnant Himalayish,Indic,S/SE Asia,6.2000,True,trill,False,False,other,cek.ʔo,27.7206,84.9017,cekʔo,5,cekʔo,5
Gurung,ggn; gvr,NA,rough,khāsroq,yes,CLICS,27.4169,86.2899,Sino-Tibetan,Bodic,Indic,S/SE Asia,6.2000,True,trill,True,False,trilled,khāsroq,27.4169,86.2899,khāsroq,7,khāsroq,7
